detected 1719 touch events 09:30-12:00 ET

     time     level       appr def        px |   wall     l3    gap iceN  iceCF |     cvd  cvd60  tBuy tSell |    up+    dn-    net
 11:37:53       PDH from_above bid  30545.25 |     17     10      7    0      0 |   -4981     -7    64    65 |   93.0  -49.0   86.5
 11:37:53       PDH from_below ask  30544.25 |      7      7      0    0      0 |   -5003    -30    64    65 |   94.0  -48.0   87.5
 11:37:53       PDH from_below ask  30544.25 |     11     11      0    0      0 |   -4994    -21    68    68 |   94.0  -48.0  88.25
 11:37:55       PDH from_above bid  30544.25 |      6      5      1    0      0 |   -4990    -11    73    71 |   94.0  -48.0  89.25
 11:37:56       PDH from_below ask  30545.00 |      4      4      0    0      0 |   -4993     -8    79    73 |  93.25 -48.75   89.0
 11:38:10       PDH from_above bid  30545.25 |     25     19      6    0      0 |   -4958     46    64    72 |  98.75  -49.0  98.25
 11:38:12       PDH from_above bid  30545.25 |     16     16      0    0      0 |   -4963     27    63    76 | 104.75  -49.0  99.75
 11:38:25       PDH from_below ask  30544.50 |     13     12      1    0      0 |   -4972     48    30    32 | 106.75 -48.25 102.25
 11:38:25       PDH from_below ask  30544.50 |     20     11      9    0      0 |   -4935    140    53    31 | 106.75 -48.25 101.75
 11:38:26       PDH from_above bid  30545.25 |     14     13      1    0      0 |   -4930    143    52    32 |  106.0  -49.0 101.25
 11:38:32    LVN_dn from_above bid  30527.75 |      8      7      1    0      0 |   -4989     83     1     7 |  123.5  -31.5 116.75
 11:38:33    LVN_dn from_above bid  30527.75 |     14     12      2    0      0 |   -4997     75     1    19 |  123.5  -31.5  117.0
 11:38:34       VAH from_above bid  30522.00 |      9      8      1    0      0 |   -5025     42     1     5 | 129.25 -25.75 122.75
 11:38:38       VAH from_below ask  30521.50 |      8      8      0    0      0 |   -5022    -54    12    23 | 129.75 -25.25  123.5
 11:38:38    LVN_dn from_below ask  30526.75 |     20     19      1    0      0 |   -5025    -60    14    33 |  124.5  -30.5 117.75
 11:38:39    LVN_dn from_below ask  30526.75 |     35     28      7    0      0 |   -5058    -93    33    46 |  124.5  -30.5  118.5
 11:38:40       VAH from_above bid  30522.50 |      8      8      0    0      0 |   -5054    -89    20    24 | 128.75 -26.25  120.5
 11:38:42       VAH from_below ask  30521.50 |      9      7      2    0      0 |   -5061    -85    34    37 | 129.75 -25.25  120.0
 11:38:57     EM+1s from_above bid  30508.75 |      2      2      0    0      0 |   -5148   -157     1     4 | 143.25  -12.5 138.25
 11:38:58     EM+1s from_below ask  30508.25 |     25     24      1    0      0 |   -5200   -209    10    20 | 143.75  -12.0  138.5
 11:39:01     EM+1s from_below ask  30508.50 |     13     11      2    0      0 |   -5229   -271    13    20 |  143.5 -12.25  136.0
 11:39:06     EM+1s from_below ask  30508.25 |     23     23      0    0      0 |   -5204   -250    36    37 | 143.75  -12.0  130.0
 11:39:06     EM+1s from_above bid  30508.75 |      0      0      0    0      0 |   -5204   -250    36    37 | 143.25  -12.5  129.5
 11:39:06     EM+1s from_above bid  30508.50 |      0      0      0    0      0 |   -5204   -250    36    37 |  143.5 -12.25 129.75
 11:39:06     EM+1s from_above bid  30508.25 |      0      0      0    0      0 |   -5204   -250    36    37 | 143.75  -12.0  130.0
 11:39:06     EM+1s from_below ask  30509.00 |     23     23      0    0      0 |   -5225   -271    36    41 |  143.0 -12.75 129.25
 11:39:06     EM+1s from_below ask  30508.25 |     20     19      1    0      0 |   -5224   -270    37    41 | 143.75  -12.0  130.0
 11:39:10     EM+1s from_above bid  30509.00 |     24     14     10    0      0 |   -5258   -297    39    62 |  143.0 -12.75  130.5
 11:39:10     EM+1s from_below ask  30508.25 |      0      0      0    0      0 |   -5252   -291    51    69 | 143.75  -12.0  136.0
 11:39:23       VAH from_below ask  30521.50 |     16     15      1    0      0 |   -5158   -185     2     0 |  130.5 -25.25 117.75
 11:39:26    LVN_dn from_below ask  30527.00 |     15     14      1    0      0 |   -5128   -201     4     3 |  125.0 -30.75  111.0
 11:39:49       PDH from_below ask  30544.25 |     17      7     10    0      0 |   -5098    -16    11     0 | 107.75  -48.0   99.0
 11:39:55       PDH from_below ask  30544.25 |      9      9      0    0      0 |   -5069     75    14     0 | 107.75  -48.0   94.5
 11:40:02       PDH from_below ask  30544.25 |     23     22      1    0      0 |   -5045    174    65    27 | 107.75  -48.0 103.75
 11:40:03       PDH from_above bid  30545.25 |     16     15      1    0      0 |   -5037    182    81    35 | 106.75  -49.0 102.75
 11:40:09       PDH from_below ask  30544.50 |     10     10      0    0      0 |   -5031    192    82    40 | 116.25 -48.25  110.5
 11:40:10       PDH from_below ask  30544.25 |     12     12      0    0      0 |   -5026    215    93    49 |  116.5  -48.0  112.0
 11:40:20    LVN_dn from_above bid  30527.75 |     16     13      3    0      0 |   -5078    105     0    11 | 135.25  -31.5 134.75
 11:40:25    LVN_dn from_above bid  30527.50 |      8      8      0    0      0 |   -5058     76     0    12 | 135.75 -31.25 133.75
 11:40:27       VAH from_above bid  30522.50 |      9      7      2    0      0 |   -5084     28     0     8 | 140.75 -26.25 128.25
 11:40:28       VAH from_below ask  30521.50 |     12     11      1    0      0 |   -5112      0     9    31 | 141.75 -25.25  132.0
 11:40:30       VAH from_below ask  30521.50 |     10      9      1    0      0 |   -5108     -4    12    32 | 141.75 -25.25  132.0
 11:40:32       VAH from_below ask  30521.50 |     22     22      0    0      0 |   -5109    -22    17    35 | 141.75 -25.25  132.5
 11:40:34    LVN_dn from_below ask  30527.00 |      8      8      0    0      0 |   -5097    -12     9    19 | 136.25 -30.75  128.0
 11:41:06       PDH from_below ask  30545.00 |      9      6      3    0      0 |   -5033      3     4     0 | 121.25 -48.75 106.75
 11:41:07       PDH from_below ask  30544.25 |     18     18      0    0      0 |   -5021     14    12     1 |  122.0  -48.0  107.0
 11:41:07       PDH from_above bid  30545.25 |     13     12      1    0      0 |   -5011     24    13     2 |  121.0  -49.0 105.75
 11:41:08       PDH from_below ask  30544.25 |      0      0      0    0      0 |   -4971     64    18    11 |  122.0  -48.0 106.75
 11:41:08       PDH from_above bid  30545.25 |     13     13      0    0      0 |   -4971     64    18    11 |  121.0  -49.0 105.75
 11:43:22       PDH from_above bid  30545.25 |     14     13      1    0      0 |   -5088   -126     1     6 |  121.0  -49.0   94.5
 11:43:22       PDH from_below ask  30544.25 |     17     17      0    0      0 |   -5105   -143     3    23 |  122.0  -48.0   94.5
 11:43:23       PDH from_above bid  30545.25 |     17     16      1    0      0 |   -5106   -144     3    24 |  121.0  -49.0   93.5
 11:43:24       PDH from_below ask  30544.25 |      9      9      0    0      0 |   -5123   -158     9    36 |  122.0  -48.0  95.25
 11:43:27       PDH from_below ask  30544.50 |      8      7      1    0      0 |   -5116   -139    37    44 | 121.75 -48.25  93.25
 11:43:47       PDH from_below ask  30544.25 |      8      7      1    0      0 |   -5072    -63    47    46 |  122.0  -48.0   88.0
 11:43:49       PDH from_above bid  30545.25 |     11     10      1    0      0 |   -5056    -43    53    51 |  121.0  -49.0   89.5
 11:43:49       PDH from_above bid  30545.00 |      9      9      0    0      0 |   -5061    -46    54    57 | 121.25 -48.75  89.75
 11:43:51       PDH from_below ask  30544.50 |     15     15      0    0      0 |   -5063    -24    59    58 | 121.75 -48.25   92.0
 11:43:56       PDH from_above bid  30545.25 |     12     12      0    0      0 |   -5064    -10    41    36 |  121.0  -49.0   91.5
 11:44:38       PDH from_below ask  30544.75 |     10      9      1    0      0 |   -5084     28     1     0 |  121.5  -48.5   92.5
 11:44:41       PDH from_above bid  30544.75 |     11     10      1    0      0 |   -5020     94     5     4 |  121.5  -48.5  93.75
 11:44:42       PDH from_above bid  30544.50 |      8      7      1    0      0 |   -5017     95     5     5 | 121.75 -48.25  90.75
 11:44:49       PDH from_below ask  30545.00 |      5      5      0    0      0 |   -5006     47    11    11 | 121.25 -48.75   95.0
 11:44:51       PDH from_below ask  30544.50 |     11     11      0    0      0 |   -5008     56    12    11 | 121.75 -48.25   94.5
 11:45:04    LVN_dn from_above bid  30527.50 |     13     13      0    0      0 |   -5068      6     0     2 | 138.75 -31.25 105.25
 11:45:04    LVN_dn from_above bid  30527.25 |      0      0      0    0      0 |   -5056     14    22    15 |  139.0  -31.0 106.25
 11:45:05    LVN_dn from_below ask  30527.50 |      2      2      0    0      0 |   -5072     -2    23    22 | 138.75 -31.25 105.75
 11:45:07       VAH from_above bid  30522.00 |      9      8      1    0      0 |   -5094    -25     0    10 | 144.25 -25.75 113.75
 11:45:07       VAH from_below ask  30521.75 |     11     11      0    0      0 |   -5115    -46     0    17 |  144.5  -25.5  114.0
 11:45:08       VAH from_below ask  30521.50 |     15     15      0    0      0 |   -5124    -55    10    31 | 144.75 -25.25  114.0
 11:45:08       VAH from_below ask  30522.00 |      9      8      1    0      0 |   -5125    -66    14    35 | 144.25 -25.75  113.5
 11:45:11       VAH from_below ask  30521.75 |      8      7      1    0      0 |   -5114    -36    21    39 |  144.5  -25.5  112.5
 11:45:25     EM+1s from_above bid  30509.00 |     30     19     11    0      0 |   -5168    -82     0    10 | 157.25 -12.75  134.0
 11:45:29     EM+1s from_below ask  30508.25 |     15     15      0    0      0 |   -5158    -68    10    22 |  158.0  -12.0  136.5
 11:45:32     EM+1s from_above bid  30509.00 |     18     18      0    0      0 |   -5113    -30    22    28 | 157.25 -12.75  134.0
 11:45:32       VAH from_below ask  30521.75 |      9      6      3    0      0 |   -5109    -18    34    46 |  144.5  -25.5 121.25
 11:45:32       VAH from_below ask  30521.50 |     22     21      1    0      0 |   -5108    -18    41    47 | 144.75 -25.25  121.5
 11:45:44       VAH from_below ask  30521.75 |      5      5      0    0      0 |   -5110    -92    25     9 |  144.5  -25.5  134.5
 11:45:44       VAH from_below ask  30521.75 |      8      8      0    0      0 |   -5111    -93    25    10 |  144.5  -25.5  134.5
 11:45:44       VAH from_below ask  30522.25 |      2      1      1    0      0 |   -5115    -97    30    12 |  144.0  -26.0  134.0
 11:45:46       VAH from_below ask  30522.50 |      1      1      0    0      0 |   -5114   -102    36    19 | 143.75 -26.25 132.25
 11:45:50       VAH from_below ask  30522.25 |     10      9      1    0      0 |   -5134   -124    37    28 |  144.0  -26.0  131.0
 11:45:55       VAH from_above bid  30521.75 |      9      8      1    0      0 |   -5119    -71    63    49 |  144.5  -25.5 136.25
 11:45:57       VAH from_above bid  30522.50 |     16     14      2    0      0 |   -5121    -74    65    54 | 143.75 -26.25 136.75
 11:45:59       VAH from_below ask  30521.50 |      8      8      0    0      0 |   -5121    -82    67    62 | 144.75 -25.25  135.5
 11:46:02       VAH from_below ask  30521.75 |     11      9      2    0      0 |   -5113    -55    68    64 |  144.5  -25.5 135.25
 11:46:03    LVN_dn from_below ask  30527.00 |     10      8      2    0      0 |   -5109    -51     5     0 | 139.25 -30.75  130.0
 11:46:03       VAH from_above bid  30522.50 |     12     12      0    0      0 |   -5109    -51    54    59 | 143.75 -26.25  134.5
 11:46:11     EM+1s from_above bid  30508.75 |     21     20      1    0      0 |   -5152    -38     0     3 |  157.5  -12.5  153.0
 11:46:15     EM+1s from_above bid  30509.00 |     17     13      4    0      0 |   -5180    -60     1    35 | 158.25 -12.75 156.75
 11:46:23     EM+1s from_above bid  30509.00 |      3      3      0    0      0 |   -5184    -32     2    35 |  166.0 -12.75 161.75
 11:46:29     EM+1s from_above bid  30509.00 |     11     10      1    0      0 |   -5195    -38    18    73 |  166.0 -12.75 159.25
 11:46:41     EM+1s from_above bid  30509.00 |     11     11      0    0      0 |   -5179    -61    36    60 |  166.0 -12.75 158.75
 11:46:44     EM+1s from_above bid  30509.00 |      5      5      0    0      0 |   -5192    -73    39    79 |  166.0 -12.75  160.5
 11:46:45     EM+1s from_below ask  30508.50 |     13     12      1    0      0 |   -5198    -82    44    74 |  166.5 -12.25  163.5
 11:46:47     EM+1s from_above bid  30508.50 |      8      7      1    0      0 |   -5191    -54    48    78 |  166.5 -12.25 160.75
 11:46:49     EM+1s from_above bid  30508.25 |      0      0      0    0      0 |   -5182    -36    54    85 | 166.75  -12.0 159.75
 11:46:53     EM+1s from_above bid  30509.00 |     15     14      1    0      0 |   -5184    -65    56    93 |  166.0 -12.75 153.25
 11:46:54     EM+1s from_below ask  30508.50 |     19     18      1    0      0 |   -5186    -64    53    74 |  166.5 -12.25 154.75
 11:46:55     EM+1s from_below ask  30508.50 |     11     11      0    0      0 |   -5187    -70    45    62 |  166.5 -12.25 153.75
 11:46:59     EM+1s from_below ask  30508.50 |     11     11      0    0      0 |   -5194    -73    60    68 |  166.5 -12.25 155.75
 11:47:06     EM+1s from_below ask  30508.25 |     15     15      0    0      0 |   -5186    -55    44    59 | 166.75  -12.0 146.75
 11:47:19     EM+1s from_below ask  30509.00 |      0      0      0    0      0 |   -5233    -78    34    31 |  166.0  -7.25 145.25
 11:47:19     EM+1s from_below ask  30508.75 |      0      0      0    0      0 |   -5233    -78    34    31 | 166.25   -7.0  145.5
 11:47:19     EM+1s from_below ask  30508.50 |      0      0      0    0      0 |   -5233    -78    34    31 |  166.5  -6.75 145.75
 11:47:32       VAH from_below ask  30521.50 |     21     21      0    0      0 |   -5183      9     9     0 |  153.5   -1.5  124.5
 11:47:32       VAH from_below ask  30522.50 |      5      5      0    0      0 |   -5185      9    11     3 |  152.5   -2.5 124.25
 11:47:33    LVN_dn from_below ask  30526.75 |     14     11      3    0      0 |   -5167     27     4     0 | 148.25  -6.75  119.0
 11:47:34       VAH from_above bid  30522.25 |     17     17      0    0      0 |   -5173     18    19     7 | 152.75  -2.25  123.5
 11:47:35    LVN_dn from_below ask  30526.75 |     18     18      0    0      0 |   -5173      5     8     0 | 148.25  -6.75  123.0
 11:47:38       VAH from_above bid  30522.50 |     22     20      2    0      0 |   -5182     -9    19    18 |  152.5   -2.5  134.5
 11:47:40       VAH from_above bid  30522.25 |      9      9      0    0      0 |   -5184    -17    27    30 | 152.75  -2.25  129.5
 11:47:42       VAH from_above bid  30522.50 |     15     13      2    0      0 |   -5185     -1    29    36 |  152.5   -2.5  134.5
 11:47:45       VAH from_above bid  30522.50 |     20     20      0    0      0 |   -5191      9    31    44 |  152.5   -1.5 135.75
 11:47:46    LVN_dn from_below ask  30526.75 |     16     16      0    0      0 |   -5188     10    23    14 | 148.25  -4.25  131.5
 11:47:49    LVN_dn from_above bid  30527.75 |      9      9      0    0      0 |   -5148     34    29    15 | 147.25  -5.25  131.5
 11:48:18    LVN_dn from_above bid  30527.75 |     19     19      0    0      0 |   -5139    115     0     6 | 147.25  -5.25  133.0
 11:48:38    LVN_dn from_above bid  30527.25 |     11     10      1    0      0 |   -5162     10     2     7 | 147.75  -4.75  134.5
 11:48:39    LVN_dn from_above bid  30527.50 |     11     10      1    0      0 |   -5164     16     6    14 |  147.5   -5.0  131.5
 11:48:43    LVN_dn from_below ask  30527.25 |     10      9      1    0      0 |   -5176     11     8    17 | 147.75  -4.75 131.75
 11:48:45       VAH from_above bid  30522.50 |     18     17      1    0      0 |   -5191      6     0     1 |  152.5    0.0 135.25
 11:48:49    LVN_dn from_below ask  30526.75 |     15     15      0    0      0 |   -5186    -39     9    12 | 148.25   -1.0  120.5
